file_size	file_name	download_status
1079.05	019) Biology Class 02 - 090623.mp4	NOT_UPLOADED
1088.28	018) Biology Class 01 - 080623.mp4	NOT_UPLOADED
1052.74	017) Answer Writing Session - 310723.mp4	NOT_UPLOADED
995.08	016) Medieval India Class 06 - 020723.mp4	NOT_UPLOADED
1037.07	015) Medieval India Class 05 - 010723.mp4	NOT_UPLOADED
1084.02	014) Medieval India Class 04 - 250623.mp4	NOT_UPLOADED
1044.35	013) Medieval India Class 03 - 240623.mp4	NOT_UPLOADED
1090.06	012) Medieval India Class 02 - 130623.mp4	NOT_UPLOADED
1095.35	011) Medieval India Class 01 - 120623.mp4	NOT_UPLOADED
755.49	010) Ancient India Class 10 - 161122.mp4	NOT_UPLOADED
761.68	009) Ancient India Class 09 - 071122.mp4	NOT_UPLOADED
815.83	008) Ancient India Class 08 - 021122.mp4	NOT_UPLOADED
801.45	007) Ancient India Class 07 - 011122.mp4	NOT_UPLOADED
801.31	006) Ancient India Class 06 - 311022.mp4	NOT_UPLOADED
792.43	005) Ancient India Class 05 - 291022.mp4	NOT_UPLOADED
809.98	004) Ancient India Class 04 - 271022.mp4	NOT_UPLOADED
817.72	003) Ancient India Class 03 - 191022.mp4	NOT_UPLOADED
831.69	002) Ancient India Class 02 - 181022.mp4	NOT_UPLOADED
853.85	001) Ancient India Class 01 - 171022.mp4	NOT_UPLOADED
Error processing file info: 'MessageMediaPhoto' object has no attribute 'document'
Error processing file info: 'MessageMediaPhoto' object has no attribute 'document'
Error processing file info: 'MessageMediaPhoto' object has no attribute 'document'
Error processing file info: 'MessageMediaPhoto' object has no attribute 'document'
807.89	210. Geography Class 40 - 18_11_22 1280x720.mkv	NOT_UPLOADED
824.02	209. Geography Class 39 - 17_11_22 1280x720.mkv	NOT_UPLOADED
844.42	208. Geography Class 38 - 16_11_22 1280x720.mkv	NOT_UPLOADED
752.72	207. Geography Class 37 - 15_11_22 1280x720.mkv	NOT_UPLOADED
829.31	206. Geography Class 36 - 13_11_22 1280x720.mkv	NOT_UPLOADED
782.56	205. Geography Class 35 - 12_11_22 1280x720.mkv	NOT_UPLOADED
799.37	204. Geography Class 34 - 11_11_22 1280x720.mkv	NOT_UPLOADED
794.04	203. Geography Class 33 - 04_11_22 1280x720.mkv	NOT_UPLOADED
796.59	202. Geography Class 32 - 03_11_22 1280x720.mkv	NOT_UPLOADED
852.91	200. Geography Class 30 - 01_11_22 1280x720.mkv	NOT_UPLOADED
845.22	199. Geography Class 29 - 31_10_22 1280x720.mkv	NOT_UPLOADED
843.49	198. Geography Class 28 - 30_10_22 1280x720.mkv	NOT_UPLOADED
865.78	197. Geography Class 27 - 29_10_22 1280x720.mkv	NOT_UPLOADED
871.73	196. Geography Class 26 - 28_10_22 1280x720.mkv	NOT_UPLOADED
903.01	195. Geography Class 25 - 27_10_22 1280x720.mkv	NOT_UPLOADED
820.93	194. Geography Class 24 - 20_10_22 1280x720.mkv	NOT_UPLOADED
847.28	193. Geography Class 23 - 17_10_22 1280x720.mkv	NOT_UPLOADED
835.48	192. Geography Class 22 - 11_10_22 1280x720.mkv	NOT_UPLOADED
579.12	191. Geography Class 21 - 03_10_22 1280x720.mkv	NOT_UPLOADED
789.89	190. Geography Class 20 - 30_09_22 1280x720.mkv	NOT_UPLOADED
807.36	189. Geography Class 19 - 29_09_22 1280x720.mkv	NOT_UPLOADED
805.34	188. Geography Class 18 - 24_09_22 1280x720.mkv	NOT_UPLOADED
871.06	187. Geography Class 17 - 23_09_22 1280x720.mkv	NOT_UPLOADED
819.39	186. Geography Class 16 - 20_09_22 1280x720.mkv	NOT_UPLOADED
847.98	185. Geography Class 15 - 19_09_22 1280x720.mkv	NOT_UPLOADED
879.75	184. Geography Class 14 - 18_09_22 1280x720.mkv	NOT_UPLOADED
851.72	183. Geography Class 13 - 13_09_22 1280x720.mkv	NOT_UPLOADED
837.99	182. Geography Class 12 - 07_09_22 1280x720.mkv	NOT_UPLOADED
901.24	181. Geography Class 11 - 06_09_22 1280x720.mkv	NOT_UPLOADED
836.79	180. Geography Class 10 - 30_08_22 1280x720.mkv	NOT_UPLOADED
784.17	179. Geography Class 09 - 24_08_22 1280x720.mkv	NOT_UPLOADED
824.31	178. Geography Class 08 - 06_08_22 1280x720.mkv	NOT_UPLOADED
825.24	177. Geography Class 07 - 27_07_22 1280x720.mkv	NOT_UPLOADED
838.65	176. Geography Class 06 - 26_07_22 1280x720.mkv	NOT_UPLOADED
816.71	175. Geography Class 05 - 25_07_22 1280x720.mkv	NOT_UPLOADED
702.75	174. Geography Class 04 - 14_07_22 1280x720.mkv	NOT_UPLOADED
837.77	173. Geography Class 03 - 11_07_22 1280x720.mkv	NOT_UPLOADED
835.25	172. Geography Class 02 - 09_07_22 1280x720.mkv	NOT_UPLOADED
866.12	171. Geography Class 01 - 08_07_22 1280x720.mkv	NOT_UPLOADED
842.43	161. Ethics_JG Class 08 - 24_08_23 1280x720.mkv	NOT_UPLOADED
1125.09	160. Ethics_JG Class 07 - 24_08_23 1280x720.mkv	NOT_UPLOADED
998.74	159. Ethics Case Study Class 02 - 23_08_23 1280x720.mkv	NOT_UPLOADED
1033.22	158. Ethics Case Study Class 01 - 22_08_23 1280x720.mkv	NOT_UPLOADED
1108.46	157. Ethics_JG Class 06 - 22_08_23 1280x720.mkv	NOT_UPLOADED
998.44	156. Ethics_JG Class 05 - 21_08_23 1280x720.mkv	NOT_UPLOADED
1120.74	155. Ethics_JG Class 04 - 20_08_23 1280x720.mkv	NOT_UPLOADED
1072.67	154. Ethics_JG Class 03 - 19_08_23 1280x720.mkv	NOT_UPLOADED
1172.2	100. Economics Class 43 - 28_03_23 1280x720.mkv	NOT_UPLOADED
1169.83	099. Economics Class 42 - 27_03_23 1280x720.mkv	NOT_UPLOADED
1100.23	098. Economics Class 41 - 25_03_23 1280x720.mkv	NOT_UPLOADED
1082.51	097. Economics Class 40 - 22_03_23 1280x720.mkv	NOT_UPLOADED
931.32	096. Economics Class 39 - 20_03_23 1280x720.mkv	NOT_UPLOADED
1148.84	095. Economics Class 38 - 18_03_23 1280x720.mkv	NOT_UPLOADED
1236.82	094. Economics Class 37 - 14_03_23 1280x720.mkv	NOT_UPLOADED
1244.37	093. Economics Class 36 - 13_03_23 1280x720.mkv	NOT_UPLOADED
1188.44	092. Economics Class 35 - 07_03_23 1280x720.mkv	NOT_UPLOADED
1116.58	091. Economics Class 34 - 03_03_23 1280x720.mkv	NOT_UPLOADED
1127.85	090. Economics Class 33 - 02_03_23 1280x720.mkv	NOT_UPLOADED
988.88	153. Ethics_JG Class 02 - 18_08_23 1280x720.mkv	NOT_UPLOADED
1015.5	152. Ethics_JG Class 01 - 17_08_23 1280x720.mkv	NOT_UPLOADED
893.03	151. Ethics Class 10 - 12_08_23 1280x720.mkv	NOT_UPLOADED
935.73	150. Ethics Class 09 - 10_08_23 1280x720.mkv	NOT_UPLOADED
858.31	149. Ethics Class 08 - 09_08_23 1280x720.mkv	NOT_UPLOADED
1045.05	148. Ethics Class 07 - 05_08_23 1280x720.mkv	NOT_UPLOADED
973.36	147. Ethics Class 06 - 01_08_23 1280x720.mkv	NOT_UPLOADED
993.94	146. Ethics Class 05 - 29_07_23 1280x720.mkv	NOT_UPLOADED
954.34	145. Ethics Class 04 - 27_07_23 1280x720.mkv	NOT_UPLOADED
988.41	144. Recorded Ethics Case Study Class 05 - 27_07_23 1280x720.mkv	NOT_UPLOADED
1164.5	143. Recorded Ethics Case Study Class 04 - 27_07_23 1280x720.mkv	NOT_UPLOADED
1148.71	142. Recorded Ethics Case Study Class 03 - 27_07_23 1280x720.mkv	NOT_UPLOADED
1071.59	141. Recorded Ethics Case Study Class 02 - 27_07_23 1280x720.mkv	NOT_UPLOADED
1032.29	140. Recorded Ethics Case Study Class 01 - 27_07_23 1280x720.mkv	NOT_UPLOADED
968.01	139. Ethics Class 03 - 23_07_23 1280x720.mkv	NOT_UPLOADED
997.46	138. Ethics Class 02 - 22_07_23 1280x720.mkv	NOT_UPLOADED
916.46	137. Ethics Class 01 - 21_07_23 1280x720.mkv	NOT_UPLOADED
1057.45	136. Recorded Ethics_JG Class 01 - 08_07_23 1280x720.mkv	NOT_UPLOADED
667.84	135. Recorded Ethics Class 06 - 08_07_23 1280x720.mkv	NOT_UPLOADED
541.73	134. Recorded Ethics Class 16 - 08_07_23 1280x720.mkv	NOT_UPLOADED
705.45	133. Recorded Ethics Class 05 - 08_07_23 1280x720.mkv	NOT_UPLOADED
1081.17	132. Recorded Ethics Class 15 - 08_07_23 1280x720.mkv	NOT_UPLOADED
745.59	131. Recorded Ethics Class 04 - 08_07_23 1280x720.mkv	NOT_UPLOADED
937.75	130. Recorded Ethics Class 14 - 08_07_23 1280x720.mkv	NOT_UPLOADED
730.78	129. Recorded Ethics Class 03 - 08_07_23 1280x720.mkv	NOT_UPLOADED
835.21	128. Recorded Ethics_JG Class 08 - 08_07_23 1280x720.mkv	NOT_UPLOADED
936.8	127. Recorded Ethics Class 13 - 08_07_23 1280x720.mkv	NOT_UPLOADED
710.2	126. Recorded Ethics Class 02 - 08_07_23 1280x720.mkv	NOT_UPLOADED
1097.31	125. Recorded Ethics_JG Class 07 - 08_07_23 1280x720.mkv	NOT_UPLOADED
928.4	124. Recorded Ethics Class 12 - 08_07_23 1280x720.mkv	NOT_UPLOADED
694.75	123. Recorded Ethics Class 01 - 08_07_23 1280x720.mkv	NOT_UPLOADED
814.0	122. Recorded Ethics_JG Class 06 - 08_07_23 1280x720.mkv	NOT_UPLOADED
1050.74	121. Recorded Ethics Class 11 - 08_07_23 1280x720.mkv	NOT_UPLOADED
773.42	120. Recorded Ethics_JG Class 05 - 08_07_23 1280x720.mkv	NOT_UPLOADED
716.88	119. Recorded Ethics Class 10 - 08_07_23 1280x720.mkv	NOT_UPLOADED
987.55	118. Recorded Ethics_JG Class 04 - 08_07_23 1280x720.mkv	NOT_UPLOADED
1047.15	117. Recorded Ethics Class 09 - 08_07_23 1280x720.mkv	NOT_UPLOADED
972.36	116. Recorded Ethics_JG Class 03 - 08_07_23 1280x720.mkv	NOT_UPLOADED
686.8	115. Recorded Ethics Class 08 - 08_07_23 1280x720.mkv	NOT_UPLOADED
705.59	114. Recorded Ethics_JG Class 02 - 08_07_23 1280x720.mkv	NOT_UPLOADED
1077.93	113. Recorded Ethics Class 07 - 08_07_23 1280x720.mkv	NOT_UPLOADED
947.48	112. Economics Class 55 - 13_04_23 1280x720.mkv	NOT_UPLOADED
1170.32	111. Economics Class 54 - 11_04_23 1280x720.mkv	NOT_UPLOADED
1136.2	110. Economics Class 53 - 10_04_23 1280x720.mkv	NOT_UPLOADED
1274.1	109. Economics Class 52 - 07_04_23 1280x720.mkv	NOT_UPLOADED
1133.67	108. Economics Class 51 - 06_04_23 1280x720.mkv	NOT_UPLOADED
1152.34	107. Economics Class 50 - 05_04_23 1280x720.mkv	NOT_UPLOADED
1141.77	106. Economics Class 49 - 04_04_23 1280x720.mkv	NOT_UPLOADED
1157.27	105. Economics Class 48 - 03_04_23 1280x720.mkv	NOT_UPLOADED
1005.73	104. Economics Class 47 - 01_04_23 1280x720.mkv	NOT_UPLOADED
1032.88	103. Economics Class 46 - 31_03_23 1280x720.mkv	NOT_UPLOADED
1096.33	102. Economics Class 45 - 30_03_23 1280x720.mkv	NOT_UPLOADED
1164.12	101. Economics Class 44 - 29_03_23 1280x720.mkv	NOT_UPLOADED
1090.08	089. Economics Class 32 - 01_03_23 1280x720.mkv	NOT_UPLOADED
1123.49	088. Economics Class 31 - 28_02_23 1280x720.mkv	NOT_UPLOADED
1119.55	087. Economics Class 30 - 27_02_23 1280x720.mkv	NOT_UPLOADED
1127.84	086. Economics Class 29 - 25_02_23 1280x720.mkv	NOT_UPLOADED
1252.76	085. Economics Class 28 - 22_02_23 1280x720.mkv	NOT_UPLOADED
1062.49	084. Economics Class 27 - 21_02_23 1280x720.mkv	NOT_UPLOADED
1106.13	083. Economics Class 26 - 20_02_23 1280x720.mkv	NOT_UPLOADED
1183.56	082. Economics Class 25 - 18_02_23 1280x720.mkv	NOT_UPLOADED
1062.92	081. Economics Class 24 - 17_02_23 1280x720.mkv	NOT_UPLOADED
1097.59	080. Economics Class 23 - 14_02_23 1280x720.mkv	NOT_UPLOADED
1090.12	079. Economics Class 22 - 13_02_23 1280x720.mkv	NOT_UPLOADED
1118.29	078. Economics Class 21 - 11_02_23 1280x720.mkv	NOT_UPLOADED
1085.53	077. Economics Class 20 - 10_02_23 1280x720.mkv	NOT_UPLOADED
1051.58	076. Economics Class 19 - 08_02_23 1280x720.mkv	NOT_UPLOADED
1162.61	075. Economics Class 18 - 07_02_23 1280x720.mkv	NOT_UPLOADED
1179.51	074. Economics Class 17 - 06_02_23 1280x720.mkv	NOT_UPLOADED
1060.2	073. Economics Class 16 - 04_02_23 1280x720.mkv	NOT_UPLOADED
1100.46	072. Economics Class 15 - 04_02_23 1280x720.mkv	NOT_UPLOADED
1189.47	071. Economics Class 14 - 03_02_23 1280x720.mkv	NOT_UPLOADED
987.75	070. Economics Class 13 - 02_02_23 1280x720.mkv	NOT_UPLOADED
1090.24	069. Economics Class 12 - 01_02_23 1280x720.mkv	NOT_UPLOADED
1111.38	068. Economics Class 11 - 31_01_23 1280x720.mkv	NOT_UPLOADED
1195.02	067. Economics Class 10 - 30_01_23 1280x720.mkv	NOT_UPLOADED
1067.5	066. Economics Class 09 - 20_12_22 1280x720.mkv	NOT_UPLOADED
1129.87	065. Economics Class 08 - 16_12_22 1280x720.mkv	NOT_UPLOADED
1061.26	064. Economics Class 07 - 15_12_22 1280x720.mkv	NOT_UPLOADED
893.06	063. Economics Class 06 - 13_12_22 1280x720.mkv	NOT_UPLOADED
828.74	062. Economics Class 05 - 02_12_22 1280x720.mkv	NOT_UPLOADED
869.41	061. Economics Class 04 - 28_11_22 1280x720.mkv	NOT_UPLOADED
828.68	060. Economics Class 03 - 26_11_22 1280x720.mkv	NOT_UPLOADED
813.29	059. Economics Class 02 - 23_11_22 1280x720.mkv	NOT_UPLOADED
777.14	058. Economics Class 01 - 21_11_22 1280x720.mkv	NOT_UPLOADED
1231.33	057. Environment Class 19 - 17_01_23 1280x720.mkv	NOT_UPLOADED
1011.73	056. Environment Class 18 - 16_01_23 1280x720.mkv	NOT_UPLOADED
521.47	055. Environment Class 17 - 12_01_23 1280x720.mkv	NOT_UPLOADED
1056.47	054. Environment Class 16 - 10_01_23 1280x720.mkv	NOT_UPLOADED
1051.12	053. Environment Class 15 - 09_01_23 1280x720.mkv	NOT_UPLOADED
1009.83	052. Environment Class 14 - 08_01_23 1280x720.mkv	NOT_UPLOADED
1024.37	051. Environment Class 13 - 24_12_22 1280x720.mkv	NOT_UPLOADED
1093.21	050. Environment Class 12 - 21_12_22 1280x720.mkv	NOT_UPLOADED
1034.33	049. Environment Class 11 - 17_12_22 1280x720.mkv	NOT_UPLOADED
978.62	048. Environment Class 10 - 08_12_22 1280x720.mkv	NOT_UPLOADED
1018.1	047. Environment Class 09 - 07_12_22 1280x720.mkv	NOT_UPLOADED
1058.14	046. Environment Class 08 - 04_12_22 1280x720.mkv	NOT_UPLOADED
773.62	045. Environment Class 07 - 24_11_22 1280x720.mkv	NOT_UPLOADED
826.46	044. Environment Class 06 - 22_10_22 1280x720.mkv	NOT_UPLOADED
796.01	043. Environment Class 05 - 16_10_22 1280x720.mkv	NOT_UPLOADED
777.32	042. Environment Class 04 - 10_10_22 1280x720.mkv	NOT_UPLOADED
640.58	041. Environment Class 03 - 07_10_22 1280x720.mkv	NOT_UPLOADED
828.63	040. Environment Class 02 - 01_10_22 1280x720.mkv	NOT_UPLOADED
770.87	039. Environment Class 01 - 22_09_22 1280x720.mkv	NOT_UPLOADED
1095.86	038. Disaster Management Class 02 - 15_04_23 1280x720.mkv	NOT_UPLOADED
984.2	037. Disaster Management Class 01 - 14_04_23 1280x720.mkv	NOT_UPLOADED
910.73	036. Additional Science Class 01 - 16_11_22 1280x720.mkv	NOT_UPLOADED
622.06	035. Additional Science Class 06 - 16_11_22 1280x720.mkv	NOT_UPLOADED
848.04	034. Additional Science Class 05 - 16_11_22 1280x720.mkv	NOT_UPLOADED
873.19	033. Additional Science Class 04 - 16_11_22 1280x720.mkv	NOT_UPLOADED
866.57	032. Additional Science Class 03 - 16_11_22 1280x720.mkv	NOT_UPLOADED
855.54	031. Additional Science Class 02 - 16_11_22 1280x720.mkv	NOT_UPLOADED
815.0	030. Biology Class 06 - 23_08_22 1280x720.mkv	NOT_UPLOADED
755.48	029. Biology Class 05 - 18_08_22 1280x720.mkv	NOT_UPLOADED
776.96	028. Biology Class 04 - 12_08_22 1280x720.mkv	NOT_UPLOADED
868.0	027. Biology Class 03 - 18_07_22 1280x720.mkv	NOT_UPLOADED
823.12	026. Biology Class 02 - 16_07_22 1280x720.mkv	NOT_UPLOADED
839.75	025. Biology Class 01 - 15_07_22 1280x720.mkv	NOT_UPLOADED
919.5	024. Answer Writing Session Class - 21_07_22 1280x720.mkv	NOT_UPLOADED
764.29	023_Ancient_and_Medieval_History_Class_12_16_07_23_1280x720.mkv	NOT_UPLOADED
894.27	022_Ancient_and_Medieval_History_Class_11_12_07_23_1280x720.mkv	NOT_UPLOADED
919.74	021_Ancient_and_Medieval_History_Class_10_11_07_23_1280x720.mkv	NOT_UPLOADED
968.11	020_Ancient_and_Medieval_History_Class_09_10_07_23_1280x720.mkv	NOT_UPLOADED
789.66	019_Ancient_and_Medieval_History_Class_08_11_05_23_1280x720.mkv	NOT_UPLOADED
967.92	018_Ancient_and_Medieval_History_Class_07_11_05_23_1280x720.mkv	NOT_UPLOADED
986.21	017_Ancient_and_Medieval_History_Class_06_10_05_23_1280x720.mkv	NOT_UPLOADED
953.22	016_Ancient_and_Medieval_History_Class_05_09_05_23_1280x720.mkv	NOT_UPLOADED
998.8	015_Ancient_and_Medieval_History_Class_04_08_05_23_1280x720.mkv	NOT_UPLOADED
967.45	014_Ancient_and_Medieval_History_Class_03_08_05_23_1280x720.mkv	NOT_UPLOADED
1060.27	013_Ancient_and_Medieval_History_Class_02_04_05_23_1280x720.mkv	NOT_UPLOADED
951.85	012_Ancient_and_Medieval_History_Class_01_02_05_23_1280x720.mkv	NOT_UPLOADED
745.48	011_Recorded_Ancient_and_Medieval_History_Class_01_28_02_23_1280x720.mkv	NOT_UPLOADED
609.21	010_Recorded_Ancient_and_Medieval_History_Class_11_28_02_23_1280x720.mkv	NOT_UPLOADED
683.4	009_Recorded_Ancient_and_Medieval_History_Class_10_28_02_23_1280x720.mkv	NOT_UPLOADED
780.19	008_Recorded_Ancient_and_Medieval_History_Class_09_28_02_23_1280x720.mkv	NOT_UPLOADED
750.74	007_Recorded_Ancient_and_Medieval_History_Class_08_28_02_23_1280x720.mkv	NOT_UPLOADED
768.69	006_Recorded_Ancient_and_Medieval_History_Class_07_28_02_23_1280x720.mkv	NOT_UPLOADED
788.66	005_Recorded_Ancient_and_Medieval_History_Class_06_28_02_23_1280x720.mkv	NOT_UPLOADED
660.27	004_Recorded_Ancient_and_Medieval_History_Class_05_28_02_23_1280x720.mkv	NOT_UPLOADED
715.5	003_Recorded_Ancient_and_Medieval_History_Class_04_28_02_23_1280x720.mkv	NOT_UPLOADED
731.38	002_Recorded_Ancient_and_Medieval_History_Class_03_28_02_23_1280x720.mkv	NOT_UPLOADED
765.28	001_Recorded_Ancient_and_Medieval_History_Class_02_28_02_23_1280x720.mkv	NOT_UPLOADED
